City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
atuona,32,PF,1557011297,73,-9.8,-139.03,83.72,17.43
tiksi,85,RU,1557011436,87,71.64,128.87,28.59,16.08
namibe,0,AO,1557011436,77,-15.19,12.15,73.52,5.82
castro,93,CL,1557007200,100,-42.48,-73.76,51.8,5.82
port elizabeth,90,US,1557011424,88,39.31,-74.98,73.4,6.93
camabatela,100,AO,1557011436,87,-8.19,15.37,69.12,1.32
touros,20,BR,1557010800,83,-5.2,-35.46,78.8,3.36
salamiyah,48,SY,1557011437,59,35.01,37.05,57.64,4.38
coquimbo,0,CL,1557007200,82,-29.95,-71.34,57.2,8.05
noumea,40,NC,1557009000,69,-22.28,166.46,77.0,3.36
saskylakh,100,RU,1557011437,94,71.97,114.09,15.27,22.06
khasan,95,RU,1557011438,47,42.43,130.64,66.08,2.33
bethel,90,US,1557010380,50,60.79,-161.76,44.6,8.05
cape town,0,ZA,1557011166,71,-33.93,18.42,57.99,11.41
clyde river,75,CA,1557007200,92,70.47,-68.59,24.8,16.11
sao filipe,0,CV,1557011439,82,14.9,-24.5,71.57,19.91
mandalgovi,47,MN,1557011439,35,45.76,106.27,36.04,9.73
batagay-alyta,0,RU,1557011439,78,67.8,130.41,19.93,5.93
faanui,28,PF,1557011440,77,-16.48,-151.75,82.03,14.99
victoria,75,BN,1557009000,88,5.28,115.24,77.0,1.12
kapaa,90,US,1557011017,64,22.08,-159.32,78.8,8.05
minab,52,IR,1557007200,46,27.15,57.07,78.8,1.12
kells,20,IE,1557010978,86,53.73,-6.88,39.2,6.93
grand gaube,40,MU,1557011039,83,-20.01,57.66,77.0,10.29
delta del tigre,90,UY,1557011063,100,-34.76,-56.41,64.99,6.93
santa maria,75,BR,1557007200,88,-29.69,-53.81,78.8,2.24
upington,0,ZA,1557007200,23,-28.46,21.24,66.2,8.05
dhidhdhoo,48,MV,1557011443,64,6.88,73.1,84.08,7.07
vostok,83,RU,1557011443,36,46.45,135.83,65.88,8.3
avarua,77,CK,1557009000,74,-21.21,-159.78,80.6,24.16
narsaq,77,GL,1557011444,64,60.91,-46.05,45.2,5.53
kaitangata,100,NZ,1557011439,82,-46.28,169.85,54.0,8.01
hornepayne,50,CA,1557011331,64,49.22,-84.78,50.26,7.58
at-bashi,0,KG,1557011444,38,41.17,75.81,29.2,3.56
vila franca do campo,75,PT,1557011392,93,37.72,-25.43,62.6,10.29
port alfred,76,ZA,1557011313,88,-33.59,26.89,59.0,4.29
laguna,5,MX,1557006180,15,27.52,-110.01,95.0,8.05
tasiilaq,75,GL,1557006600,86,65.61,-37.64,41.0,4.7
hovd,75,NO,1557011242,93,63.83,10.7,41.0,36.91
khromtau,69,KZ,1557011445,37,50.26,58.44,52.1,8.12
prince rupert,90,CA,1557007200,76,54.32,-130.32,50.0,8.05
netarhat,46,IN,1557011446,42,23.45,84.31,77.1,3.58
cikupa,6,ID,1557011446,91,-7.65,108.11,71.81,2.53
hasaki,75,JP,1557009000,82,35.73,140.83,64.4,2.24
jiquipilas,75,MX,1557009660,61,16.67,-93.65,82.4,18.34
maracaju,11,BR,1557011260,91,-21.61,-55.17,70.73,5.14
kavieng,100,PG,1557011447,81,-2.57,150.8,82.46,19.69
tonantins,99,BR,1557011447,97,-2.86,-67.77,75.42,2.37
dalbandin,0,PK,1557011447,11,28.9,64.41,76.68,3.44
port lincoln,1,AU,1557011447,63,-34.72,135.86,60.16,2.37
hamilton,75,CA,1557011244,81,43.26,-79.87,55.0,6.93
torbay,90,CA,1557011315,75,47.66,-52.73,42.01,9.17
erzin,75,TR,1557011433,100,36.95,36.2,64.4,4.7
lagoa,0,PT,1557011256,87,37.14,-8.45,60.8,8.05
katsuura,75,JP,1557010700,62,33.93,134.5,64.0,2.24
juegang,5,CN,1557011266,79,32.31,121.18,73.0,9.08
mbala,14,ZM,1557011449,92,-8.85,31.37,61.28,6.96
sorong,100,ID,1557011449,90,-0.86,131.25,81.35,2.13
dolores,23,AR,1557011407,88,-36.31,-57.68,56.9,8.77
yamethin,51,MM,1557011450,69,20.43,96.14,81.99,12.82
salalah,75,OM,1557006600,79,17.01,54.1,84.2,4.7
nizwa,0,OM,1557011450,23,22.93,57.53,75.71,2.66
izumo,0,JP,1557007200,66,35.37,132.75,57.2,6.93
parabel,78,RU,1557011450,86,58.71,81.5,43.2,10.92
bressanone,75,IT,1557011383,86,46.72,11.66,37.4,2.24
alofi,100,NU,1557007200,94,-19.06,-169.92,78.8,5.82
havre-saint-pierre,20,CA,1557007200,75,50.23,-63.6,41.0,9.17
saldanha,0,PT,1557011451,62,41.42,-6.55,53.36,9.31
ilulissat,13,GL,1557011451,75,69.22,-51.1,40.14,7.02
hofn,40,IS,1557011452,86,64.25,-15.21,30.44,11.3
biltine,0,TD,1557011452,5,14.53,20.93,91.05,12.01
auki,100,NG,1557011452,42,12.18,6.51,90.96,10.2
rio gallegos,0,AR,1557007200,86,-51.62,-69.22,39.2,11.41
cherskiy,43,RU,1557011452,91,68.75,161.3,28.91,7.7
chuy,97,UY,1557011453,91,-33.69,-53.46,68.57,19.3
zhezkazgan,20,KZ,1557011453,39,47.8,67.71,47.15,5.97
khatanga,2,RU,1557011453,91,71.98,102.47,5.39,7.52
burnie,0,AU,1557011392,82,-41.05,145.91,60.01,5.01
san lorenzo,90,PY,1557007200,100,-25.34,-57.51,69.8,6.04
saint-imier,90,CH,1557011440,86,47.15,7.0,37.99,3.36
te anau,100,NZ,1557011455,92,-45.41,167.72,52.42,2.51
bilma,1,NE,1557011455,11,18.69,12.92,83.43,5.12
nikolskoye,40,RU,1557011438,80,59.7,30.79,41.0,8.95
nioro,3,GM,1557011455,39,13.79,-15.05,79.04,14.0
sitka,7,US,1557010924,63,37.17,-99.65,66.99,18.01
tocopilla,93,CL,1557011456,92,-22.09,-70.2,63.72,12.5
beringovskiy,90,RU,1557011456,79,63.05,179.32,32.19,6.8
denpasar,20,ID,1557009000,94,-8.65,115.22,78.8,1.12
saint-philippe,1,CA,1557011438,66,45.36,-73.48,62.01,3.69
hvide sande,51,DK,1557011163,75,56.01,8.13,41.0,6.93
alexandria,75,US,1557011004,65,31.31,-92.44,77.0,6.93
sirajganj,67,BD,1557011457,80,24.46,89.71,75.19,7.99
nouadhibou,0,MR,1557007200,77,20.93,-17.03,64.4,18.34
carnarvon,82,ZA,1557011457,41,-30.97,22.13,57.64,5.66
husavik,16,CA,1557011406,23,50.56,-96.99,54.0,10.0
eregli,56,TR,1557011458,38,37.51,34.05,55.86,5.19
east london,99,ZA,1557011458,85,-33.02,27.91,59.06,4.45
notre-dame-de-gravenchon,20,FR,1557011402,86,49.49,0.57,42.01,3.36
fallon,90,US,1557006960,61,46.84,-105.12,46.4,14.99
ciudad bolivar,95,VE,1557011459,46,8.12,-63.55,90.44,13.33
moose factory,1,CA,1557007200,60,51.26,-80.61,42.8,11.41
egersund,0,NO,1557011416,65,58.45,6.0,42.01,23.04
jimma,78,ET,1557011459,80,7.67,36.84,58.67,1.77
diego de almagro,0,CL,1557011459,77,-26.39,-70.05,59.51,1.61
angra dos reis,40,BR,1557007200,83,-23.01,-44.32,80.6,5.82
san isidro,72,PH,1557011462,80,16.74,121.63,79.33,1.36
nanortalik,99,GL,1557011462,81,60.14,-45.24,38.18,4.88
sisimiut,0,GL,1557011462,61,66.94,-53.67,41.37,14.12
joshimath,0,IN,1557011463,10,30.57,79.57,40.0,8.57
caravelas,40,BR,1557011463,76,-17.73,-39.27,77.21,5.55
adelaide,75,AU,1557011410,58,-34.93,138.6,61.0,6.93
dubbo,0,AU,1557009000,76,-32.25,148.6,53.6,7.18
hilo,1,US,1557011294,58,19.71,-155.08,84.2,13.87
velyka bahachka,100,UA,1557011463,90,49.79,33.72,52.62,9.57
luanda,40,AO,1557007200,83,-8.83,13.24,78.8,4.7
mahebourg,40,MU,1557011039,83,-20.41,57.7,77.0,10.29
waipawa,0,NZ,1557011417,60,-39.94,176.59,66.0,7.0
lompoc,1,US,1557011455,72,34.64,-120.46,66.2,6.93
port-gentil,75,GA,1557007200,100,-0.72,8.78,73.4,11.41
cidreira,100,BR,1557011465,84,-30.17,-50.22,74.87,11.77
kota belud,75,MY,1557010817,88,6.35,116.43,77.0,4.7
provideniya,100,RU,1557011465,99,64.42,-173.23,29.83,3.53
lorengau,99,PG,1557011465,83,-2.02,147.27,81.22,11.99
nome,90,US,1557011453,57,30.04,-94.42,84.0,4.7
esperance,40,TT,1557011408,69,10.24,-61.45,82.4,13.87
antofagasta,20,CL,1557007200,77,-23.65,-70.4,62.6,11.41
vaitape,28,PF,1557011466,77,-16.52,-151.75,82.03,14.99
ketchikan,90,US,1557010380,50,55.34,-131.65,53.6,13.87
itapora,45,BR,1557011374,91,-22.08,-54.79,72.6,3.2
trapani,75,IT,1557011463,82,38.02,12.54,62.01,13.87
murgab,10,TM,1557007200,55,37.5,61.97,64.4,4.7
segezha,53,RU,1557011467,87,63.74,34.31,31.45,5.14
berlevag,100,NO,1557011467,83,70.86,29.09,31.95,18.16
los llanos de aridane,90,ES,1557011417,55,28.66,-17.92,66.2,13.87
tuma,73,RU,1557011468,97,55.15,40.55,44.95,3.4
sechura,72,PE,1557011468,84,-5.56,-80.82,71.45,14.7
georgetown,75,GY,1557007200,78,6.8,-58.16,82.4,18.34
port macquarie,40,AU,1557011405,67,-31.43,152.91,66.0,10.29
port hawkesbury,90,CA,1557011453,93,45.62,-61.36,44.01,5.82
saint-augustin,0,FR,1557011350,75,44.83,-0.61,43.0,6.93
lulea,100,SE,1557008400,92,65.58,22.15,30.2,5.82
syktyvkar,0,RU,1557009000,59,61.67,50.84,33.8,6.71
ulladulla,0,AU,1557010830,67,-35.36,150.48,61.0,12.75
anadyr,20,RU,1557010999,74,64.73,177.51,35.6,2.24
hereford,0,GB,1557011464,78,52.06,-2.72,44.01,6.4
sovetskiy,90,RU,1557011471,75,56.76,48.47,47.52,6.64
verin,0,ES,1557011471,83,41.94,-7.44,46.62,1.25
antigonish,90,CA,1557011428,93,45.62,-61.99,42.01,5.82
mackenzie,75,CA,1557007200,42,55.34,-123.09,37.4,4.7
dakar,0,SN,1557009000,88,14.69,-17.45,68.0,12.75
kiruna,65,SE,1557008400,92,67.86,20.23,19.4,5.82
nkowakowa,0,ZA,1557007200,45,-23.89,30.29,64.4,9.17
talnakh,40,RU,1557007200,73,69.49,88.39,21.2,20.13
norman wells,40,CA,1557007200,67,65.28,-126.83,32.0,9.17
caborca,45,MX,1557011116,9,30.58,-111.1,93.99,5.99
nidzica,100,PL,1557011473,90,53.36,20.43,37.88,4.99
longyearbyen,20,NO,1557010200,67,78.22,15.63,17.6,5.82
hithadhoo,100,MV,1557011473,77,-0.6,73.08,83.31,3.87
selfoss,0,IS,1557011077,56,63.94,-21.0,42.8,5.82
lebu,20,ET,1557007200,29,8.96,38.73,66.2,11.41
meadow lake,90,CA,1557007200,48,54.13,-108.44,39.2,13.87
wukari,55,NG,1557011474,71,7.87,9.78,83.54,8.46
vanavara,85,RU,1557011474,86,60.35,102.28,39.39,7.52
iisalmi,20,FI,1557008400,93,63.56,27.19,32.0,4.7
sumkino,58,RU,1557011475,83,58.11,68.32,47.4,5.79
ballina,0,IE,1557011300,71,54.11,-9.15,44.01,11.01
mandan,75,US,1557011247,57,46.83,-100.89,53.6,13.87
nelson,62,CA,1557011476,46,49.49,-117.29,57.28,4.83
sawtell,0,AU,1557011298,68,-30.38,153.1,64.4,11.41
ostrovnoy,45,RU,1557011476,84,68.05,39.51,24.63,14.85
bathsheba,75,BB,1557007200,78,13.22,-59.52,80.6,19.46
varberg,17,SE,1557011285,74,57.11,12.25,43.0,5.82
qarqin,0,AF,1557011476,23,37.41,66.03,75.71,10.38
hopelchen,20,MX,1557009720,55,19.77,-89.85,91.4,11.41
gilgit,0,PK,1557011477,45,35.92,74.31,23.69,2.89
vikhorevka,97,RU,1557010999,35,56.12,101.17,39.2,2.24
basco,1,US,1557011244,45,40.33,-91.2,68.0,4.7
elat,95,CM,1557011478,99,2.91,11.16,68.94,4.21
ancud,61,CL,1557007200,100,-41.87,-73.83,51.8,5.82
arlit,6,NE,1557011478,7,18.74,7.39,91.34,8.72
roald,75,NO,1557011403,93,62.58,6.12,37.99,17.22
sorland,99,NO,1557011478,55,67.67,12.69,36.89,13.29
srednekolymsk,87,RU,1557011479,85,67.46,153.71,33.43,8.5
yamasaki,0,JP,1557010700,59,34.97,134.76,64.0,10.29
cardston,90,CA,1557011087,74,49.2,-113.32,39.2,12.75
jumla,0,NP,1557011479,38,29.28,82.18,37.88,5.39
souillac,0,FR,1557011445,80,45.6,-0.6,43.0,5.82
miandrivazo,5,MG,1557011480,70,-19.53,45.46,72.11,2.17
honiara,75,SB,1557010800,70,-9.43,159.96,87.8,4.7
dingle,24,PH,1557011480,60,11.0,122.67,85.95,2.98
topeka,1,US,1557011464,49,39.05,-95.68,73.0,4.23
barentu,33,ER,1557011481,23,15.11,37.59,88.78,5.28
bambous virieux,40,MU,1557011039,83,-20.34,57.76,77.0,10.29
pacifica,40,US,1557011476,76,37.61,-122.49,68.0,8.05
phan thiet,3,VN,1557011201,76,10.93,108.1,81.72,4.59
aparecida do taboado,79,BR,1557011481,88,-20.08,-51.1,72.15,3.4
ayr,20,GB,1557011449,70,55.46,-4.63,44.6,10.98
nishihara,75,JP,1557011266,67,35.74,139.53,73.0,3.36
jalu,72,LY,1557011482,17,29.03,21.55,88.17,22.24
rognan,75,NO,1557011374,70,67.1,15.4,32.0,6.93
paamiut,40,GL,1557011483,81,61.99,-49.67,37.46,16.17
aklavik,75,CA,1557007200,54,68.22,-135.01,30.2,13.87
puerto palomas,1,US,1557006780,6,31.78,-107.63,84.2,11.41
namatanai,100,PG,1557011483,87,-3.66,152.44,77.87,19.48
taoudenni,0,ML,1557011483,11,22.68,-3.98,85.77,9.08
natal,20,BR,1557010800,78,-5.81,-35.21,78.8,6.93
omboue,100,GA,1557011484,82,-1.57,9.26,81.78,6.91
ponta do sol,99,BR,1557011484,94,-20.63,-46.0,66.44,2.46
lagunas,62,PE,1557011484,66,-5.23,-75.68,81.26,2.46
myra,8,NO,1557011484,68,58.75,8.86,32.46,3.76
yulara,0,AU,1557007200,61,-25.24,130.99,46.4,5.82
luau,42,CD,1557011485,68,-10.7,22.23,70.11,3.89
luoyang,88,CN,1557011485,60,34.66,112.42,68.51,0.74
san andres,47,PH,1557011485,66,13.32,122.68,85.5,3.18
portland,75,US,1557010883,37,45.52,-122.67,75.0,3.36
berwick,1,US,1557011459,56,41.06,-76.25,71.6,3.36
mackay,90,CA,1557007680,60,53.65,-115.58,37.4,4.36
guerrero negro,14,MX,1557011486,84,27.97,-114.04,62.14,14.74
rocha,99,UY,1557011486,95,-34.48,-54.34,64.43,10.58
grand-lahou,98,CI,1557011486,96,5.24,-5.0,75.57,1.81
chivay,89,PE,1557011487,67,-15.64,-71.6,40.72,5.03
mogadishu,61,SO,1557011487,84,2.04,45.34,80.81,7.94
rincon,20,US,1557011469,100,32.3,-81.24,87.8,8.05
jiuquan,100,CN,1557011487,63,39.73,98.49,55.23,23.71
cochrane,1,CL,1557011488,89,-47.25,-72.57,35.73,4.76
egvekinot,99,RU,1557011488,98,66.32,-179.17,27.81,1.23
ulaangom,83,MN,1557011298,32,49.98,92.07,46.71,1.99
severo-kurilsk,23,RU,1557011488,92,50.68,156.12,34.51,10.58
ajdabiya,100,LY,1557011488,43,30.75,20.22,76.99,16.13
dawson creek,20,CA,1557007200,64,55.76,-120.23,33.8,6.93
tecpatan,75,MX,1557009660,61,17.13,-93.3,82.4,18.34
kaduna,55,NG,1557011489,54,10.52,7.44,81.69,3.31
chokurdakh,18,RU,1557011489,94,70.62,147.9,18.04,4.03
qingquan,20,TW,1557011435,69,24.58,121.1,75.2,11.41
hassleholm,1,SE,1557011403,80,56.16,13.77,37.0,8.05
koumac,84,NC,1557011490,63,-20.56,164.28,79.29,11.77
lata,0,IN,1557011490,35,30.78,78.62,21.3,11.86
pisco,0,PE,1557010904,30,-13.71,-76.2,71.6,11.41
xinqing,100,CN,1557011491,67,48.28,129.53,39.98,12.01
saint-pierre,20,FR,1557011225,86,48.95,4.24,37.99,11.41
maglajani,75,BA,1557009000,100,44.95,17.35,53.6,2.24
petropavlovsk-kamchatskiy,4,RU,1557009000,48,53.05,158.65,44.6,3.69
avera,75,US,1557011471,51,33.19,-82.53,87.8,6.93
rawson,39,AR,1557011492,74,-43.3,-65.11,51.65,18.66
parkes,0,AU,1557010540,70,-33.14,148.18,59.0,8.03
dickson,40,US,1557011490,93,36.08,-87.39,69.01,3.36
ariquemes,100,BR,1557011493,97,-9.91,-63.03,76.09,2.01
champerico,75,MX,1557009660,61,16.38,-93.6,82.4,18.34
tongchuan,99,CN,1557007200,77,34.9,108.95,66.2,8.95
devils lake,1,US,1557009300,25,48.11,-98.87,51.8,14.99
ust-kuyga,0,RU,1557011494,81,70.0,135.55,30.19,8.5
boo,92,NG,1557011494,84,7.44,8.9,78.66,6.46
chapais,75,CA,1557007200,41,49.78,-74.86,42.8,5.82
college,75,US,1557011430,33,64.86,-147.8,46.99,3.36
pischia,100,RO,1557011306,100,45.9,21.34,57.2,5.82
ust-omchug,88,RU,1557011495,76,61.13,149.63,35.0,3.04
thompson,90,CA,1557007200,69,55.74,-97.86,33.8,18.34
lisakovsk,17,KZ,1557011495,51,52.55,62.49,52.71,9.64
yilan,40,TW,1557011493,73,24.75,121.75,75.2,9.17
roanoke rapids,1,US,1557011376,74,36.46,-77.65,82.99,4.7
mayskiy,75,RU,1557007200,93,43.63,44.06,50.0,2.75
okhotsk,58,RU,1557011310,51,59.36,143.24,43.1,4.47
ornskoldsvik,35,SE,1557008400,92,63.29,18.72,28.4,4.7
leningradskiy,99,RU,1557011496,88,69.38,178.42,21.87,14.09
nyurba,100,RU,1557011496,87,63.29,118.35,38.87,9.82
kisesa,100,TZ,1557011497,81,-2.55,33.05,68.96,8.08
sabang,43,PH,1557011497,75,13.72,123.58,83.11,5.61
ndjole,100,GA,1557011497,98,-0.18,10.76,75.21,3.31
loikaw,71,MM,1557011497,91,19.67,97.21,68.35,3.71
port keats,14,AU,1557011498,45,-14.25,129.55,82.28,18.7
luderitz,0,NA,1557007200,81,-26.65,15.16,53.6,8.3
cam ranh,20,VN,1557009000,78,11.92,109.15,80.6,3.36
mundi,0,IN,1557011498,19,32.37,76.01,58.61,10.33
manta,91,RO,1557011499,86,45.1,24.1,52.35,8.77
monrovia,75,LR,1557007200,94,6.33,-10.8,75.2,5.79
flinders,1,AU,1557011405,70,-34.58,150.85,62.01,5.01
atar,0,MR,1557011499,13,20.52,-13.05,82.39,8.77
pucallpa,20,PE,1557007200,331,-8.38,-74.54,35.6,6.93
ahipara,48,NZ,1557011484,100,-35.17,173.16,72.0,10.47
la ronge,75,CA,1557007200,59,55.1,-105.3,37.4,14.99
vila velha,0,BR,1557011293,74,-3.71,-38.6,82.99,10.29
katherine,23,AU,1557009000,53,-14.47,132.26,75.2,10.29
morant bay,20,JM,1557007200,54,17.88,-76.41,84.2,23.04
nizhniy kuranakh,54,RU,1557011501,77,58.84,125.49,34.22,6.35
los algarrobos,75,EC,1557007200,88,-3.25,-79.94,89.6,4.7
havoysund,99,NO,1557008400,92,71.0,24.66,30.2,11.41
salmas,20,IR,1557007200,70,38.2,44.77,46.4,6.93
tayoltita,0,MX,1557011501,17,24.11,-105.93,80.07,6.67
dunedin,97,NZ,1557011317,72,-45.87,170.5,60.01,5.01
penzance,0,GB,1557011417,75,50.12,-5.53,46.99,10.29
grindavik,20,IS,1557011077,65,63.84,-22.43,42.8,3.36
kadoma,0,ZW,1557011502,50,-18.34,29.91,62.64,4.0
muros,0,ES,1557011457,76,42.77,-9.06,59.0,4.7
bara,53,NG,1557011503,44,10.41,10.6,89.77,8.3
bakersfield,1,US,1557011333,17,35.37,-119.02,90.0,16.11
san jose,82,PH,1557011221,58,15.79,120.99,85.94,5.59
daru,100,SL,1557011504,86,7.99,-10.85,77.76,2.42
tagusao,29,PH,1557011504,68,9.19,117.81,84.17,3.13
chenzhou,95,CN,1557011505,87,25.81,113.03,70.53,1.3
biak,100,ID,1557011505,88,-0.91,122.88,70.96,0.83
pevek,91,RU,1557011505,82,69.7,170.27,31.32,9.26
kavaratti,39,IN,1557011505,66,10.57,72.64,84.69,10.18
lamar,20,US,1557010831,20,38.09,-102.62,78.01,11.41
pangody,100,RU,1557011506,99,65.85,74.49,37.43,16.69
broome,7,GB,1557011498,93,52.47,1.45,43.0,9.17
ambulu,32,ID,1557011506,83,-8.35,113.61,78.52,4.43
ilorin,99,NG,1557011506,68,8.5,4.55,82.91,9.37
sapouy,99,BF,1557011507,59,11.55,-1.77,83.96,4.47
muli,16,IN,1557011507,63,22.62,71.45,80.64,15.21
westport,0,IE,1557011300,77,53.8,-9.52,44.01,8.99
komsomolskiy,46,RU,1557011507,88,67.55,63.78,29.76,17.94
perth,0,GB,1557011443,84,56.4,-3.43,44.01,3.36
san patricio,100,PY,1557011508,88,-26.98,-56.83,75.55,8.97
coahuayana,67,MX,1557011508,10,18.62,-100.35,101.52,4.59
tamale,99,GH,1557011508,56,9.4,-0.84,88.04,3.02
zalantun,93,CN,1557011448,24,48.0,122.72,43.26,15.59
pakokku,71,MM,1557011508,62,21.33,95.09,83.83,11.36
poum,90,MK,1557009000,87,41.28,20.71,50.0,3.36
kita,75,JP,1557011266,67,35.76,139.74,73.0,3.36
nileshwar,20,IN,1557007200,100,12.25,75.1,78.8,3.36
boundiali,100,CI,1557011509,92,9.53,-6.48,74.78,6.17
hastings,0,NZ,1557011510,51,-39.64,176.84,65.83,4.7
nhulunbuy,40,AU,1557009000,70,-12.18,136.78,84.2,14.99
kimbe,93,PG,1557011510,63,-5.56,150.15,86.04,3.74
puerto quijarro,0,BO,1557007200,78,-19.0,-57.72,82.4,6.93
kupang,30,ID,1557011418,70,-10.16,123.6,83.04,10.29
mitsamiouli,28,KM,1557011511,72,-11.38,43.28,83.13,7.45
yerkoy,94,TR,1557011511,41,39.64,34.47,56.27,5.93
otradnoye,40,RU,1557011438,80,59.77,30.8,41.0,8.95
acapulco,20,MX,1557006480,74,16.86,-99.88,84.2,12.75
havelock,1,US,1557011401,61,34.88,-76.9,82.4,11.41
kutum,30,SD,1557011512,11,14.2,24.66,79.35,7.72
slonim,100,BY,1557011512,78,53.09,25.32,44.77,6.04
el limon,45,VE,1557011512,85,10.3,-67.63,79.19,11.16
san vicente,20,SV,1557010200,62,13.64,-88.78,89.6,11.41
necochea,100,AR,1557010912,77,-38.55,-58.74,61.0,3.0
arman,85,RU,1557011513,51,59.7,150.17,44.32,4.83
bonavista,95,CA,1557010868,87,48.65,-53.11,37.99,1.01
raiganj,6,IN,1557011514,81,25.63,88.13,75.95,3.76
olinda,75,EC,1557010914,62,-2.03,-79.75,89.01,6.93
ambon,0,FR,1557011352,63,47.55,-2.56,46.99,6.93
dengzhou,100,CN,1557011514,51,32.69,112.08,71.61,5.37
the valley,40,AI,1557010854,69,18.22,-63.06,80.6,17.22
yar-sale,99,RU,1557011287,92,66.83,70.83,36.11,19.44
airai,43,TL,1557011515,62,-8.93,125.41,80.36,3.76
san carlos de bariloche,75,AR,1557007200,93,-41.13,-71.31,44.6,9.17
kyren,0,RU,1557011515,64,51.68,102.13,26.57,4.34
svecha,32,RU,1557011515,49,58.28,47.52,43.76,3.6
geraldton,90,CA,1557007200,57,49.72,-86.95,50.0,9.17
mahibadhoo,13,MV,1557011516,74,3.78,72.97,84.39,7.7
ottawa,75,CA,1557011136,44,45.42,-75.69,62.01,5.82
bambanglipuro,2,ID,1557011516,80,-7.95,110.28,80.34,5.93
ligayan,29,PH,1557011516,71,4.65,119.47,84.51,5.28
